,car_id,target_reg
83,T-7878324V,31.177598301149025
84,X49290901c,34.18162909178109
85,N15373595s,50.26329074844509
86,g-1912309G,29.553923101915373
87,G23848056z,41.85621197100273
88,w-3530598y,33.52107639682954
89,s-4092655x,73.85999112296155
90,v60921451s,41.16242243833179
91,A-5309696c,75.10288499650824
92,a21437857o,33.829395465171984
93,r-2049651S,39.19471348366578
94,c48174687o,71.3243191832716
95,n57986901A,44.33704061441211
96,J43552505w,30.67113676238827
97,X69815445k,53.90528452614245
98,Y31463755z,42.10612434790908
99,C-1846243L,32.063476193047194
100,z10378875g,33.17382943036114
101,B-1843237q,32.05757044815232
102,I-8201538D,33.10496590441582
103,k-7853395L,54.33615870712025
104,H-3154020d,42.301713406252574
105,v11532085a,37.32432515395157
106,o-1004837T,47.3956222859326
107,E15850759P,76.10323409849349
108,S11046237d,31.301093769113095
109,i19615927E,33.050889615360035
110,h24674210l,36.63459424282375
111,j-1003273K,69.95584698234049
112,i18120580r,41.59642306461657
113,t35781257E,47.174073995825395
114,S-7977049s,43.18683132184961
115,H10411834F,42.521987489836754
116,o29701218V,31.65684249742472
117,E-1304820y,32.458327864139356
118,V56226787D,39.146954316075856
119,I-9571675o,33.47346931427251
120,a-1832317K,31.73494315144281
121,H-9271579x,44.047248296749274
122,H15689477U,71.69725642694598
123,J-8699353u,42.331970442896115
124,S-6497022N,32.05087411788489
125,g11521087z,44.76642334733037
126,Q-1114187O,34.71101510909908
127,a-1510716r,31.042988756184556
128,G12673775u,66.48163916593379
129,V-1604890W,35.715204532094745
130,o-8858693p,32.975510692265445
131,F84870593a,34.38634593161139
132,j17532274g,50.43145822945584
133,l-1283385g,33.804225312511704
134,s-2062095H,34.06296468706068
135,X13157100E,32.74566972557999
136,h-2273764e,47.83521212663276
137,B-2140476J,46.6183737600994
138,p-8263041e,39.12038327821518
139,Y-1681893d,51.396455803664885
140,w-1017091K,32.38422710361071
141,M-1236720D,46.04349564040364
142,I-7194770x,31.228841792327046
143,m13987388S,38.23111130210934
144,w17315089Z,38.43256570891506
145,f-1380237E,35.64215561240029
146,P10499796W,41.72977067374768
147,l-1844181l,52.751939910659125
148,g13957568L,48.56565992928015
149,R-5598576l,45.30086826305603
150,n59321309Q,33.49651885814191
151,R-1193631X,33.80298340341338
152,y-2178923H,31.600513247726074
153,m73284992F,37.644671855127164
154,Z-2537370X,73.05508630178903
155,t17276860j,49.0319895062094
156,y33047270r,32.68774878053863
157,b-9079908N,74.62011667587515
158,q92579907V,42.25715334940183
159,Z94669875T,48.1508339567752
160,M86375856k,53.099629737194924
161,c23067621B,30.55375244182477
162,L-1838617u,44.89335906531189
163,s-1063517N,32.762966405722246
164,x-1172003m,77.98687602456062
165,Q10654514V,37.67982681273129
166,A-3425095J,38.717355227932714
167,F-1854480x,50.69623874758065
168,C-1953190j,31.190029592847356
169,l41267361i,44.21778979261119
170,N90091958O,37.64664584046045
171,z20306091J,44.774441601472034
172,F94970727I,50.20319630974776
173,M14830267a,38.48606414366279
174,i-1101173g,36.72049402363538
175,l-7821340d,46.88983702819806
176,I18827052n,34.878520330330375
177,Z14111948t,44.31657324499564
178,T17415608q,69.18606316778721
179,R-1068057n,31.40329277851639
180,K-8915465U,30.735625325668984
181,f-2804472s,45.45497991121975
182,v-1578970y,44.05993831176556
183,Q14003835G,46.09761328806521
184,W14646068A,71.91058133828489
185,o-1593719v,43.948188296108306
186,C-4941408C,48.85512960163635
187,x-9374675c,45.96881278765767
188,l12294446D,70.77431139645284
189,p15777006h,33.138452432717756
190,w-8656872Z,55.32801150998174
191,D66928361D,39.22174285430009
192,p-3553707D,38.4340865959038
193,M10807027o,34.293408013465026
194,g12484323a,30.515103679721953
195,Z-8212382G,58.50227495251541
196,u79013135M,40.94621253410756
197,m28011734J,39.071500752850234
198,C-2143786U,41.865950925380005
199,x-2141235A,30.734755924450482
200,b44994738S,43.80560819652299
201,J44930122W,34.4527745465195
202,g32852591N,75.21213138426111
203,G85830221c,46.454858983086325
204,D10434254T,48.10768937769462
205,R-1143403S,34.00798772938789
206,N18887406C,31.987075140381428
207,v14387491a,45.917272183536355
208,a87403235S,43.54625594373835
209,I-1075712g,84.23493071113668
210,N-1087986g,74.96815360652379
211,y-6871732c,45.86507665452267
212,A96730234u,42.0456051315242
213,a22064292L,61.72148705196095
214,j-1774967Z,47.25143958908936
215,T83338145S,48.89832684305834
216,i21617445N,53.998897281063606
217,p-1641833m,32.642726278886
218,z14656246B,47.651824720111804
219,G-1211626R,75.12247491199363
220,X12788823V,75.66932939251657
221,c-1552425b,33.76528189433692
222,w-2122585e,33.216924785236216
223,x11964154C,33.233830079125795
224,t20645918R,52.59034221764447
225,z13283849d,32.80404124429743
226,h11730518w,41.65649936607829
227,G19948827y,62.506717435872176
228,r43274910O,31.707560058932113
229,e-9096071i,32.85932023285753
230,d-8576748Q,32.60706448525188
231,z91796444U,34.4653746438676
232,F12654866z,48.8969836856093
233,w-1757702F,74.03009324212779
234,b-1234099Q,50.17993404750378
235,v21855739r,32.70068694980403
236,W-5904057t,32.41331955905606
237,e-9386234g,67.80868065548654
238,Q42074100L,38.10418059788222
239,g-4536331j,48.85654235664757
240,o65053979S,33.077427164192436
241,F-4400642b,32.2600372845391
242,X-2198546w,34.512161658220734
243,c11345351C,62.10294933893874
244,M-4222158J,32.40196115949491
245,t-8913790b,32.00242103728425
246,h-1723876L,50.78538289226448
247,b11565616J,39.56195483050074
248,s-1143093p,38.380115787763415
249,F-1742867J,43.09820042545046
250,H-1333142D,45.79991819325951
251,h-2832462V,53.66155928007761
252,n46152009j,31.610740317971512
253,A41423630m,78.34931022631886
254,w23811317g,33.128325922287445
255,v-3129503S,43.567671061070186
256,V-2109665o,36.835861437647274
257,i10002840y,31.540329346120878
258,A12420027c,74.52525703314718
259,Q-1710310B,43.48355542817166
260,k-5059454A,44.75454340638522
261,P78941617w,66.2005465175707
262,X84104929Z,55.49243872381602
263,O-5258966R,34.71787650883634
264,W23785130R,67.71300057795844
265,k64987032M,29.408991314342295
266,r-1560829H,44.64673069964502
267,O-1114284b,53.898866732336046
268,I-2189520Y,49.20962692027358
269,z73740510r,35.7973871116721
270,F-5963184s,31.986800174790343
271,F93749838u,38.47093824146437
272,d13287541C,31.879272270629045
273,n12600427T,42.18095728110452
274,R22962581A,48.79061705088239
275,m14976299n,56.083423295505426
276,K25148748I,44.82620982149646
277,F17991047v,32.26614147311508
278,U10000525B,58.07435448484503
279,L-5185142t,40.418883668361275
280,E22476230A,49.898742263705266
281,y-1918667p,40.53229352840185
282,m-8421500s,67.61846511282808
283,i-6826693r,37.80621713652066
284,Q-6236402F,31.454628908679922
285,H13796940X,48.8106406464103
286,b12824965u,43.888277091205374
287,f25057132A,43.93287034491535
288,q12615606N,50.53651400100174
289,N-2546914l,74.66565797961482
290,A-9042233M,48.65388897633879
291,b28088953J,30.719161492684467
292,y12090800r,32.509296469440855
293,m-3254742y,44.84000343728467
294,T11166103f,62.154925322185335
295,B-1904262o,58.900901712511526
296,d-1638909M,51.511454303891696
297,P20002659z,37.53825236111641
298,O21101068n,70.33944004839131
299,I-2609382N,38.79309465488074
300,M18031243d,34.25431554464702
301,V81901707h,32.59464542453828
302,H-1873611C,33.46232005277832
303,I-4335350O,30.524927520991824
304,a-6685201O,34.84045198673837
305,S68517794A,46.007770350560165
306,a-5655175l,35.41084822606035
307,v16259071w,46.5697254970386
308,y21090823R,45.28687954002642
309,V16991777n,42.79186311473626
310,E-4001328d,36.06431277686993
311,o-3515102Q,32.52285218258718
312,j49593847v,37.708137978953005
313,m-1140624S,33.164372049615494
314,I96780719P,64.61477340687536
315,W16150857p,46.297171365939384
316,p10336196A,33.63402246054965
317,F-1966393f,37.439745880889674
318,R-5073928i,42.93359417707199
319,i-6078322g,45.326421417685616
320,R-1797279a,43.65283474432522
321,v-1632640v,54.492427663175896
322,b44358202J,67.93389140409774
323,v21606356V,45.04712918952858
324,a89412563P,34.339398078317494
325,C14874883N,54.417427582363906
326,j-2557842j,47.499185158710155
327,s-8312774q,32.03564286931716
328,Q83650998M,34.94983546817832
329,v-1742723N,54.028719068621946
330,S15039720Y,49.552056901499526
331,X-1387510G,44.26004971103246
332,H-2809672w,38.196175582817254
333,O16507727j,44.15516117001727
334,I-6505525c,54.07714374250368
335,E16516360g,47.871742605529114
336,r-3744124X,40.42760583574744
337,E-1660926L,31.17581958008281
338,W41114899Y,41.30390919898096
339,J-1224401g,30.90965967683598
340,z-4990028V,45.35005578391266
341,S17802902i,52.5472724406833
342,r-5223681u,38.07403643770787
343,y40186666v,31.990087664610797
344,X-7894537e,51.45813437371517
345,n18141460t,42.52171700120691
346,T-1846242d,52.34319566043992
347,l19641602B,33.73051726324298
348,Q20350184W,54.99570576854369
349,u19545404h,46.11572946272503
350,i-2125059a,32.14451457299353
351,u20670898G,48.439284340321294
352,E13629887e,51.539251078773816
353,j-8833751a,45.102540683314324
354,l-1270744J,33.52432890056176
355,a-1444445A,45.54787809001183
356,F13923646T,38.7300790539114
357,W15387724h,37.26586061537708
358,e10833227Z,73.94286265151959
359,O18707780M,31.923169361794255
360,s-1070927u,34.04509913066871
361,f13961290o,49.74827353329923
362,I-2258340t,65.56098715536696
363,Y-1108881y,39.298089875664246
364,C-2407162B,46.11741011790433
365,k-1021806U,39.59909105017451
366,B58815481j,32.25413525959961
367,Z-1497483y,57.24614867486917
368,m-2038148P,45.10463312140299
369,W20323505Z,72.35081451770017
370,h18172982Y,52.854454691516885
371,C-5107111N,32.51181062920521
372,T11570167i,30.34038783348673
373,E-2189846g,38.34458965051713
374,J-9051627R,48.110815319568296
375,k-1266231T,69.34577343846684
376,e-4843883N,42.17283960504494
377,V19603857b,38.668957167259165
378,a10075304B,79.35263846772949
379,j20806666W,78.23924793933163
380,p13183205N,33.77130917713946
381,F-1408164F,49.486513194810875
382,f16848135A,48.048024406185036
383,m18276402k,51.853807689244036
384,O-4852964p,50.363084082144084
385,p-1032774f,32.40545024292673
386,K-2141030h,30.99254710504244
387,x33340734F,48.9321381393
388,A-5539031E,70.3452478243971
389,K-2121488X,31.478826192193125
390,S-2104296W,45.9667281207787
391,V-4730687q,31.690744067571636
392,m-1018494E,63.831970435418796
393,f12953922O,31.277307878534728
394,a15606967c,45.884294167748436
395,T-2050577H,33.1460270484098
396,l21058873t,30.69874135729194
397,S54991647N,32.84051817231183
398,O-1778305H,51.74883102462242
399,r-9019459m,59.9629723251387
400,J-1701327Z,38.76392517584392
401,W-1085488J,50.580067421138395
402,H29930196K,30.031379348025588
403,t17442755k,52.90441985150402
404,N16782443w,32.961615829055106
405,G83616598P,56.6310015961341
406,q-7529997V,31.018742382396283
407,m-2601611a,52.78761331459578
408,r69432919t,34.302260984952
409,J85546174E,43.729244686933555
410,F-1506247r,33.936375753673154
411,Y21723655j,44.73894265819204
412,Q15261602W,47.207927167534585
413,M11261740O,43.138693700270075
414,K50534665N,40.2072700142871
415,Y-1015822T,52.16226821989148
416,z-9596926C,63.77937181747711
417,T-8671431r,31.08526566846647
418,R-2077630y,48.33333856096768
419,I96387228J,33.12271685187153
420,z-9815533M,45.73729900241853
421,I15837837J,49.800954279588865
422,P56763603O,33.23676101405392
423,h-1396839K,31.254211593135146
424,r-1477676H,31.534542060067736
425,U42030492Z,32.380333071220655
426,h64108495H,31.491347751903866
427,l-8882948y,33.41578112951551
428,n-8099641m,36.55457000446344
429,f-1164209J,46.14466238947908
430,g-2072833K,33.23201071107815
431,R10631147V,32.7885571564979
432,d-1627526q,70.05957629519983
433,k-2116384m,50.96745129289313
434,y12532736D,39.35461227612065
435,S18268647a,32.01068083822379
436,D-1193769d,30.744611384398993
437,z49508882q,36.69778793545271
438,l13511253d,32.072069627437756
439,y11003726G,31.72927852534703
440,S55044905B,71.80762076024396
441,q-1419523q,74.14818384229875
442,i12167734p,57.15585135201114
443,n18966581A,36.95241639106716
444,s-2225812u,41.09151130044152
445,g99706283N,35.068781529407
446,k-8065294L,58.16679849871042
447,D-3731198o,48.71521523084316
448,R-1511509a,42.25878000440299
449,W-1152410B,38.452282956653676
450,A-6746020J,51.93910768769869
451,i62564137B,58.870874890548365
452,V81342356X,41.68151777438204
453,m70884293y,53.22777175112187
454,T-1440241N,32.089592512118
455,J16760665u,33.34236113711593
456,B30016393c,46.43799736266367
457,n10206436k,43.51525392805609
458,y15691728a,33.22861559499865
459,j-1923026R,36.027849320099
460,p-2070685P,49.20043142521449
461,e22835001P,33.51482182303121
462,f-2044867Y,32.10278778379906
463,Q-1914888q,41.72377737939986
464,h-2696405T,43.80977977176159
465,G-1153171e,39.98133803969132
466,n-1502387M,53.46528202092433
467,y40441306G,32.263558446789276
468,B22246797F,58.8554155313773
469,s14991094w,39.4679708160662
470,a-1190397Y,34.81012985591836
471,i11542071C,51.02097334243207
472,l-2588047U,48.40910558481459
473,Q16201384v,39.91537689495289
474,w-7781882Z,30.812581381737864
475,s77766899D,44.74789077218598
476,z-1503313M,33.03739046494327
477,l52568818B,43.1072988702392
478,v-1508530W,80.97380134893281
479,m13083528W,32.14607002898193
480,z-1243195L,33.203382286115044
481,b18857695O,46.239121261321856
482,v-1905656K,50.074879110429066
483,P-6659279q,44.29731037407876
484,h13431746I,44.71866519111649
485,I71388786G,36.36355473144955
486,R-1701492N,50.510587957000375
487,y78999678J,56.84086298043792
488,a-1426275y,46.204119497150494
489,L84463953R,39.49097667802957
490,Z-2128621C,33.026868497692874
491,M18466047W,45.47342477320297
492,g21645452f,42.75535187845135
493,o-1663812b,33.059232677074576
494,Q-1984603t,41.03751177258237
495,q23501901h,46.33042754719189
496,d-5544396q,30.120570063714137
497,s-7084701f,49.27686281713992
498,g10084745U,34.37682825468861
499,D-9891385q,49.60844327819431
500,D11776354f,40.8412647724554
501,B18579200J,34.03009164108337
502,X73810314E,33.631199838765596
503,s-2223156w,44.99418697192876
504,D82568273x,32.25407691413921
505,k-1107234s,41.864938538986614
506,T-1805505r,61.31980443787461
507,u-5015974t,47.924030364704564
508,t-8201245H,30.44856749467415
509,X24084222O,43.18405418481635
510,K-1916013Q,33.350648584171324
511,J10576054I,50.1818829201834
512,g21476323Y,48.036961521093566
513,J22595982W,30.725981666804095
514,d15745111A,45.504232681905144
515,V20296571Z,32.49346490124147
516,t78589983m,43.069276589651956
517,R-6055154h,38.04806095820947
518,o-5397363T,57.985588979752634
519,y-1784222v,34.3677871111412
520,S-1513382W,41.036963013005305
521,g-5563252F,43.59448765754277
522,a-1166334r,50.11126367461778
523,Y21096922W,33.7105389559055
524,s10535398K,32.049400181873075
525,Z-5188222t,41.43604934315616
526,T22900577z,43.33365150058918
527,i10344980A,68.55523448464686
528,X-2263190K,31.471730540469753
529,a-2111343W,40.585620164745535
530,k-1183222H,31.759425514845926
531,x42906942Y,30.385493332112112
532,m16863308b,44.21563468162853
533,Z10247738u,40.09334839248895
534,i12798082E,31.8813754183836
535,C91514695x,55.100317430715464
536,h61870657i,45.1631373118178
537,C-8768079q,31.966799762489842
538,O-7894514e,59.99267887319599
539,Z-1926882U,59.566603988490726
540,N-3121550V,49.284822660973255
541,z-1254537O,35.021053088899386
542,u-1514787e,33.671327811974834
543,n-4360079R,44.05289218580057
544,O-2113046Z,46.83995126766818
545,d13819532H,34.22997029446115
546,d54261887d,35.288212351225326
547,P-2048739B,34.70754496400434
548,f-1825133R,32.8889760907346
549,q-9928373B,32.498526027837315
550,S29542128Q,71.34360874085243
551,J-1782910O,43.69981910992073
552,t17410389g,67.0654014562179
553,Z17995139Z,46.59012674626417
554,Z11671085y,45.13925145954054
555,D-7723622B,46.50645016660175
556,N-1539010p,41.99659120713603
557,u54154743P,46.41888450251262
558,j16845365O,41.02587940657078
559,k-1171716I,33.95899065957857
560,G81601770L,30.705010300775758
561,K-3529763Q,33.17075469809775
562,b-1404013d,32.16396585137147
563,O-1398534Y,31.711259695103088
564,l69679835h,42.29111344294525
565,G14568186a,53.51545236788247
566,a-9442555A,38.25208550612286
567,G-1689492g,34.18697018896093
568,W12690163c,39.99087781986227
569,l17843143j,34.620491680721564
570,Z76981204Y,36.133591858272936
571,b16524531u,46.518048225105744
572,P83526152o,43.49565696556455
573,z-4612131R,33.53232893074316
574,s50463458T,33.671638190347764
575,u12928592s,31.342414255879568
576,U-1897169L,68.31491679304473
577,j-1549044A,56.928141996625
578,Q87875664U,75.40426334992557
579,q13885185m,26.358679855649957
580,C16715520C,31.239591904712725
581,T-1727751h,56.26294038932671
582,m27082215N,30.51120565835777
583,e-8788520s,32.641101176365055
584,v36899226P,40.53520472053479
585,Y-2254716H,44.312793210239946
586,D-3425990U,33.583295047386216
587,b-1050475p,47.903894040252666
588,w-1941558Q,52.693743068089695
589,d-1134540I,45.409038275249706
590,K30520180u,33.983302187889855
591,q71640430n,35.450032483633436
592,y10948537e,32.900119167520316
593,a16152476X,32.012486405062084
594,F-7462902B,46.66909439111032
595,t-3967937s,43.488033863096206
596,o-1118236T,33.97705191980242
597,g-1760425A,39.768997166422
598,b-5227653R,49.81770918320108
599,h-7408890w,32.96389166251059
600,K70391511e,33.36899306514443
601,V13438854p,29.684663506963652
602,g-1740147b,32.28936780280448
603,J-1324072f,72.09718126533976
604,g53382924v,44.618114110728094
605,x33005281c,30.86535490051439
606,e24148786o,43.435224336308096
607,I-1503695V,47.66014511583914
608,E58388206y,51.42680928136876
609,y13484815Y,75.20327127603255
610,R-2027359R,37.53305516997704
611,Z17729553x,39.16090527492158
612,H-1512213s,33.74277757265012
613,V-1552956h,56.22682775660207
614,H15345413o,33.2491936571924
615,w17370680J,32.550300801280294
616,J15476551r,61.19021938695141
617,c-2250495g,32.87409021188038
618,Z17599412A,44.22953342726682
619,v57643253w,41.94975958228198
620,V-5494479D,53.62745743316724
621,g-1126074r,34.37267424186565
622,Z80579540o,39.069534980758206
623,c-7272329q,33.040882340804416
624,z21450941n,32.02496571673573
625,k-2034944s,47.88143667851111
626,B-1760099A,47.644256361883826
627,a61936474Y,32.317385629494154
628,k86159975d,32.170204485589856
629,A10692422a,30.911587678905413
630,r11362699a,32.13256506467788
631,B-5479705C,74.26387817530818
632,I98930031r,31.168050601295022
633,Z-1084098i,33.050133886506856
634,b55045663j,44.944810118141376
635,h10096493s,33.83897403849305
636,n13675758u,58.373474700503024
637,v-1469151Y,33.038337069600125
638,R21100020a,33.564520965301845
639,H-1226800z,33.270468109029444
640,l13980749p,59.503535271736695
641,D-1518430R,78.45622830267928
642,h13825532e,51.28356308430409
643,Q18803510e,32.55832508654183
644,w69467024a,29.936248164539137
645,a16149566K,47.49058114832209
646,R10923215L,33.04203651406049
647,H15481815Q,33.004747220940686
648,C-5040526N,45.11602754894405
649,m-2182440Q,33.27639483676391
650,P-4006382C,42.19592053029256
651,Y-2235574M,54.02735958437922
652,H-1070903M,33.75557438022541
653,w16163650F,53.525799928247885
654,I21674635Q,33.20369089038952
655,Q-4587219M,33.57423294906509
656,N10540578u,39.69813427425393
657,w-9916167W,41.133648451102104
658,g-1742741c,31.71260003181912
659,n-1575803E,42.644125480853525
660,N31059484x,67.63798312501794
661,H-1342764P,30.560322619138404
662,X58767632q,31.56174727771689
663,S20355997J,45.521518316617176
664,q30806358i,56.25114381395154
665,W-1775855Q,53.33307748454638
666,j92079780S,33.576771642565014
667,f63189062N,31.604965423001424
668,x-1205366S,38.55062243104713
669,H-1902314v,32.032816734588856
670,f10226409O,29.45251517778324
671,Q-4235244W,31.446430158681892
672,P-1715787u,34.31859392453491
673,x-1532496K,32.70814465587283
674,s-1076835x,31.802454389303094
675,m76785981z,49.98371087899087
676,u-3215458S,40.391341429096144
677,H-1919071i,67.87293213890432
678,p-1139197T,33.24500507158537
679,R95310344Y,46.27354080904599
680,e22646530u,45.55211123003685
681,o49311084b,31.45927574177525
682,x99598782E,34.195623861099364
683,Q-8465743r,55.92935026839193
684,K13600113i,33.19396095443979
685,x55379265k,30.88303987889156
686,F-1518753o,40.81660285738882
687,e-2020384H,46.60102762798983
688,n-4605215n,50.095190966100816
689,q-4584627S,67.82043389652311
690,O78712164p,33.53620030653855
691,j-1598707G,48.93426298903148
692,d-1282472g,61.62455620559394
693,h-2287342p,30.883426113802525
694,s-7266626x,44.25108886017669
695,z-2843006O,33.797775341001326
696,m21557315K,34.0386746645394
697,j18870600U,42.98274531319907
698,H-7836096t,33.08060352528403
699,k19151173f,43.393469724087694
700,g-1280182Z,44.342242905068574
701,d-6211776r,33.927216522798304
702,u-1590555V,51.03913641575361
703,c-1204255L,34.782395033345395
704,f-8810014g,33.47276903824774
705,S11009197l,30.399968795051265
706,g-2087791I,39.526956313051514
707,V12754137r,47.76234150317211
708,T-1769393Z,34.063794218729704
709,I-1117298r,75.74456600758035
710,P90790412Q,32.12696208938714
711,c-7401486X,32.524462011864316
712,A21009715v,36.72237119184756
713,P94512494l,33.71170701091917
714,J58385372M,55.184473590774104
715,z11059333N,48.48925298769831
716,r13675823Y,42.73637695213709
717,O23192334Z,34.4426565268527
718,h72663703o,71.0419107577231
719,u39852752H,52.462457617779485
720,y75359172F,67.82613860033263
721,C63413357V,50.22464887577164
722,H-2218041i,50.81740640215078
723,S12392431C,53.926454751495704
724,c10273234z,80.26571358019139
725,J-1675931Y,31.502334659562862
726,r15326588O,33.966272378545966
727,O22786315O,60.79768426218821
728,M14034762V,34.72503050926627
729,d-8796835F,58.49333048093145
730,L-1687146I,33.26342372286073
731,a16452738i,33.21602495136454
732,e-1589877h,31.84608977513886
733,w-2228220D,47.79356015190198
734,v73920097R,35.45917754340786
735,B10305712m,42.12541199909355
736,w17382345v,48.35121016382072
737,h86663077a,32.108066526084755
738,d-1261412O,35.28104550658867
739,N-3542587r,46.0876525043591
740,q-1127410X,45.39111580559813
741,m-1248909g,34.51080047035504
742,Z-1350437Z,30.33477733336172
743,G-7472388v,51.56366585179497
744,K18306053r,37.79530521787285
745,t-1389922J,46.107539907436255
746,w13418612e,37.52249159180367
747,d11818528X,32.34078341715666
748,v-4393931r,38.58917987050236
749,a15124892o,49.79328195411475
750,l36861534V,51.68867313195188
751,P21146775A,41.42908839090585
752,B-8559176x,53.65721964064691
753,s-1233979x,42.852723177735946
754,N50018445X,40.284295132588326
755,E-4220998I,47.14976173177642
756,D28621238x,55.29010175279481
757,r35592741h,30.498086021856047
758,S-2179649Y,43.71691398556154
759,H-1135423y,53.15016065829747
760,J97849965O,32.858781189606674
761,W21048865S,33.90077473603897
762,P10539613v,48.29319815210913
763,r-6268123s,38.775892636319796
764,A19893808P,33.787057245229526
765,c12458019K,43.76607470992635
766,r16624906R,59.12842135883938
767,s-1701601T,45.10089661461906
768,l-2073691v,58.8011555247539
769,s-1227750Q,34.76028506245852
770,n-1588210t,80.26965116376417
771,L-1950271Y,60.08829222096379
772,L45819441T,46.12950080277338
773,X-1102199i,48.88478272065191
774,Y42307620l,48.13895216303551
775,c11493622d,30.21404188765876
776,s74743326E,32.36645202422537
777,v92032706J,35.300986840467054
778,l40017744S,51.57767005882778
779,F-1561156R,32.10492434114152
780,F-3458483b,47.83432798471498
781,Q-1573004E,49.26634475918627
782,I18762244f,38.96258385840398
783,x61993910W,47.3387774632948
784,f70384121H,74.66168305992356
785,b34607341j,52.273170728638675
786,s-1544537d,41.46048490755317
787,T-2651777L,32.29229305431829
788,Z-1690934p,51.5407511899076
789,z-1383208d,45.66139184978977
790,F-2091675H,35.15163135053889
791,p-1026598C,68.98315621326253
792,C-5229733d,32.34292846061564
793,t-5863497D,34.166835307022026
794,F14893199L,34.57810340204709
795,E-9761828K,40.777491277663394
796,r-3626163O,42.73714182355363
797,D-1975819d,46.95703994887552
798,n86645963R,49.91311032818358
799,I-6482386t,32.2700814141853
800,z11959313t,49.5047511897036
801,d19312186N,58.25784066202749
802,C11156821F,41.91770075842181
803,z19283639B,52.819355807711645
804,D-1246382Y,32.74186608758424
805,D14445025c,31.850777778347492
806,j25666218Y,50.21564252930696
807,E13352088w,32.90868914232747
808,v44596260Q,40.30976923726928
809,c13976633o,44.41707753982313
810,z16908407t,35.75134898423067
811,P15083043i,40.00228139213899
812,p-7727399o,48.00039955948
813,W-8604738y,38.47769016805061
814,J22352968u,44.04913837415299
815,G-7187279a,46.78198948769096
816,G-1183057B,44.95369973920552
817,E-1556800P,38.38981739865131
818,N16753727A,44.78216053660404
819,U-1860241R,37.72184345193019
820,f92515288W,34.741207646437736
821,q-1553054h,42.37114252695906
822,d-1766392g,37.090223387555746
823,z-9268730t,44.085664510526854
824,D-1137759f,33.33141890261578
825,Z22301798u,46.84344492663594
826,d-2160500k,30.92846471796784
827,f80644426f,38.59528674192413
828,u-1069219e,74.13162793273106
829,V70870192k,73.34361453556933
830,M15122410M,50.258205572105055
831,F19935095V,39.139618819431874
832,m92437987f,45.17953461879187
833,o-1720442f,48.3980800706686
834,Q-2043032T,39.46163010799816
835,k15728070F,33.572719732648736
836,i-4298300y,46.65123439445709
837,C-1549576C,50.441507851095636
838,w-8322851c,46.343078265715874
839,H-2195683Y,40.51469031282201
840,b20675115I,43.319469887004445
841,w14143210k,33.2350135846509
